comment,sentiment_scores,sentiment,subjectivity,word_count
"I beg to differ: with computers and with the internet we had a life changing jump comparable to what we have now with the AI? You forgot about being able to google and read about any subject matter? That has to count for something in terms of developing some intelligence; that is up to social media, after that the bell curve started descending again.","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.5514}",Positive,0.3416666666666666,64
"Over the past couple of years, I feel like I’ve been an outlier because of my support for Claude over ChatGPT. However, with the release of Sonnet, my preference has been completely justified. With Sonnet, Claude’s ability to code has gotten to the next level. The only reason I use other models for coding is to compare their code against the code Claude generates, and most of the time what the other models generate are works of pure fiction.

I’m working on a solution for identity management, and quite frequently I use Claude for either information about technologies, or to generate code snippets to give me a push in the right direction.

Instead of “taking over” my coding, Claude frees me to be more creative: I can use the code he generates as a starting point, which allows me to focus on architecture.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.945}",Positive,0.48736263736263735,151
Looks great good video but Why oh Why don't you just say make a streamlet app as an interface for the engineer it would look so much better in 2 minutes happy coding,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.9302}",Positive,0.7125,34
lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",Positive,0.7,1
Can I use this with my OpenAI api key?  Thanks great content.,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",Positive,0.65,12
What makes this better than cursor which you can use 4o entirely free?,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.7887}",Positive,0.65,13
"Just moved Frok Chatgbt to Claude
To be honest I am impressed 
The only issue I have is the waiting time when my message window has been closed
Sometimes I have to wait 3-4 hours before I can start prompting again
Real bummer I’ll ride it out for this month and switch back to chatgbt","{'neg': 0.046, 'neu': 0.842, 'pos': 0.112, 'compound': 0.5859}",Positive,0.5499999999999999,57
price of model?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,3
Amazing. My own personal AI Skynet Developer Kit. ❤❤❤,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.5859}",Positive,0.7333333333333333,9
"Why are all my comments removed? I already made a project like this, but it uses ChatGPT (can change models later).
It's a bit frustrating that i can't write in my comment where other people can find it, so it can actually be shared with other people","{'neg': 0.079, 'neu': 0.821, 'pos': 0.1, 'compound': 0.0}",Neutral,0.35,49
So basically they stole his Idea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
You videos are always from afar the most useful ones. Most YouTubers are making videos to create buzz whilst yours are always excellent and provides an added value! Thanks for the great job and continue 👏,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.9564}",Positive,0.4916666666666667,36
Love this guy,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",Positive,0.6,3
"Really nice video, thanks a lot!","{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.7614}",Positive,0.6,6
"I constantly get ou: Error calling Claude API: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
Error calling Claude API: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}}
I'm sorry, there was an error communicating with the AI. Please try again.","{'neg': 0.264, 'neu': 0.695, 'pos': 0.041, 'compound': -0.8885}",Negative,0.8333333333333333,48
I tried using Claude Engineer to perform a web scraping but it could not come up with a functional script. I would love to be able to see Claude Engineer performing such task.,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7783}",Positive,0.5750000000000001,33
What is keybord thing share with us! Pietro motherfakero,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3595}",Positive,0.0,9
always love his interviews.,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",Positive,0.6,4
26:02,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
Ive been making a kiosk style app for my tablet. Ive never made an app or used android studio before. Shit it wild 😂,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",Negative,0.6000000000000001,24
"Your invention seem amazing !!!! You released it ahead of all big companies 🤣, congrats ! 
Regarding Claude Sonnet 3.5, I still get much better results with Chat GPT 4o (on site). Sonnet always provide trimed and truncated codes, like if they where saving tokens, which make it very difficult to manually check and incorporate in our codes.","{'neg': 0.041, 'neu': 0.755, 'pos': 0.204, 'compound': 0.8995}",Positive,0.625,56
"Dorian one of the smartest guys on GitHub at the moment. Just imminently practical and useful tools. This is the way. Like another project I saw recently Llama-FS for file storage cleanup… like these more practical use cases are way better to me right now, today. Thanks for showcasing","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9493}",Positive,0.33095238095238094,49
Aider is so far ahead of these me too tools it's silly to start another one. Just contribute to aider.,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.0258}",Positive,0.9375,21
also openai's user experience kinda sucks compared to anthropics like the code runs in the chat also when you paste stuff it pastes it in plain text no a nice lil icon,"{'neg': 0.12, 'neu': 0.736, 'pos': 0.144, 'compound': 0.2247}",Positive,0.5523809523809523,33
The UI is very nice! crewAI need to do the same!,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.5686}",Positive,0.5625,11
Nice clean code in the repo.,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.6705}",Positive,0.8500000000000001,6
"This is funny because I actually took Dorian’s Maestro framework and built it into this Claude engineer 🤣

Weird how we came full circle! This is awesome","{'neg': 0.055, 'neu': 0.71, 'pos': 0.235, 'compound': 0.7644}",Positive,0.7300000000000001,29
Can you make it work with virtual python environments?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
Hopefully it works on Windows now,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",Positive,0.0,6
"That's so funny... the FIRST thing I did when I decided to try coding (keep in mind im not a coder, all Ive ever done is HTML back in the early 2000s) was make a portable YT downloader that allows you to select .mp3 or .mp4 format. Works on any computer I give it to. Used claude 3.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.4083333333333333,59
Agree - it’s a beast,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",Positive,0.0,6
"20:54 David — you should make a video on this. GPT4o wrote a script for me and the API call was outdated. It had me upgrade, downgrade, all three different changes and none of them worked because the training data was out of date.

In your video “break” the AI, by having it write a script that will not terminal successfully. Then share “updated information” with the model. Then rerun the script and bam it works! I look forward to watching this video from you soon ;)","{'neg': 0.031, 'neu': 0.918, 'pos': 0.051, 'compound': 0.1935}",Positive,0.7958333333333334,90
"Claude Engineer is a game-changer! 🤖💡 I've been using it for a few days now, and it has already brought me so much value.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4534}",Positive,0.15000000000000002,25
David and Pietro rocking together!!! I love that you do!,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.7482}",Positive,0.6,10
