comment,sentiment_scores,sentiment,subjectivity,word_count
"Consciousness is the only ""thing"" we know. This is absolutely backwards sorry.","{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.1477}",Negative,0.9666666666666667,12
"In the story about Mary who goes out and sees color for the first time and knowing the experience, how much would it actually deepen her understanding of color? Humans have been having this experience for thousands of years without understanding the basics of what it really is, it wasn't until Issac Newton did experiments that we learned that it was the frequency of light. sometimes the experience can get in the way of understanding the truth of something, I think this is also true of the experience of consciousness.","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.6249}",Positive,0.3638888888888889,91
Im a doctor and i always had the curiosity from childhood to know what we are and 20years later i entered to know about spirituality and consciousness but till today at 26 years age i again want to know at which exact time (of fertilization -when male and female gamete fuse) this cosciousness enter the body ! Is it inside the DNA or outside,"{'neg': 0.0, 'neu': 0.971, 'pos': 0.029, 'compound': 0.1882}",Positive,0.11333333333333333,63
Every thing is in a perfect motion of change in  which everything is not the same as it was before...,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5719}",Positive,0.5625,20
"Consciousness is caused by explaining it.

Lemma: consciousness is caused by virtually predetermined electrical physics. Proof: let human scientist C observe human scientist B describe B's consciousness.  C observes that B did not violate electrical physics.  B says B's consciousness is causing the description of B's consciousness. C says the observed cause of B speaking is virtually predetermined electrical physics of neural networks selecting a best outcome.  B agrees with C in that B's consciousness is caused by virtually predetermined electrical physics, proving the Lemma.  

Which predetermined electrical physics is predetermined to refer to itself as predetermined?  Explanation.  Consciousness is caused by explaining it.","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.8238}",Positive,0.16666666666666666,108
There’s no such thing as consciousness if you look at it as something separate than what we are you’ll never find it. We’re just alive and reacting to our surroundings.,"{'neg': 0.067, 'neu': 0.854, 'pos': 0.079, 'compound': 0.1027}",Positive,0.45,36
"Nothing creaets consciousness you silly humans, consciousness is the primary supstance of existance. There are first person experiences that can confirm this to you.","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0258}",Positive,0.5694444444444444,24
"It is a pity to hear the example of ""Mary's Room"". This example is full of contradictions that are parried  by the many restrictions that are brought in in advance (conditions & parameters). In fact this example works only then and it is therefore a miserable example to apply. Strange that these three top guys? come up with it. Best regards II.","{'neg': 0.139, 'neu': 0.774, 'pos': 0.088, 'compound': -0.3612}",Negative,0.525,62
"Consciousness, when one surrenders, feels like two minds at least. That confounds me more than consciousness itself","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",Positive,0.45,17
Is conscious and conscience same?🤔🤔🤔,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5,6
Electricity creates consciousness otherwise someone could not type their autobiography with their hands.,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",Positive,0.0,13
"What creates consciousness?
In fact consciousness is not a creations but everything in this universe is creation of consciousness. Not only mammals, reptiles, insects, plants etc but non living things, metals and nonmetals are also concious , the level of consciousness may vary, a seed is concious when it sprouts, it knows from where the sunlight is coming, the shoot changes its discretion accordingly.due to its consciousness it adopts the pattern of leaf, colour of it's flowers etc. An sperm is conscious about the egg, that is why it runs towards egg to form zygote, every cell is conscious to become the part of the body. Every atom of this universe knows how and when to combine with another to form a molecule. Every formation in this universe is not mechanical there is the science of consciousness behind it. Colour of colourful insects, plants birds, flowers etc is due to the fact that their consciousness know, what colour is to absorb and reflect. Consciousness is not only the matter of brain so it's not fair to relate it only to brain.
         Conciouness is beyond sense of perception, it can only be understood by a meditative mind.","{'neg': 0.043, 'neu': 0.91, 'pos': 0.047, 'compound': 0.1799}",Positive,0.775,197
Dr. Ramachandran is missing from this pannel,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",Negative,0.05,7
"""We do not know what consciousness is.""
This is the necessary result of the materialistic paradigm. 
The Dalai Lama calls the western science of consciousness to be on the level of 
Kindergarten","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5,32
Quantum microtubules in the brain just proved AGI is 100-1000+ years away. 😂,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,13
"Conscientious is truly a fascinating topic. Also fascinating that we care so much about AI and the implications of it becoming conscious…We already know how we will treat conscious AI based on what we understand about human behaviors, both on individual and collective levels. May this field of discoveries lead us to become better at treating non AI conscious on this planet better.","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9666}",Positive,0.525,63
"Hello dear readers, I think it a weak performance; too superficial and when it gets / might get excited the question is not asked although three persons with several backgrounds (character, personality, university) and within the same kind of discipline are involved within this conversation. Since their main discipline is the same innovation is hard to emerge. The University for Life bringing up more than what is brought here being seen here as the only private university in the world; based on the highest integrality being neutral and objective by its high rate of subjectivity and diversity regarding the disciplines needed for innovation aka a deeper level of consciousness. Read e.g. the first review based on the book of Rupert Spira's: 'the Nature of Consciousness' with the name of this small book/review: 'Human Nature' and the other one of Arnold Mindell's: 'Quantum Mind' with the title of the second book/review of Prof Wilfred Leonard Bastiani named 'Mystic Mind'. Bringing up alone more than several teams together. Furthermore the third book/review named: 'Proprioception' is explained as the key word of David Bohms' written by Lee Nichols, called: 'the essential David Bohm'. Good luck.","{'neg': 0.031, 'neu': 0.889, 'pos': 0.08, 'compound': 0.8689}",Positive,0.3968055555555556,193
"I feel the title of this video is loaded and narrow. It assumes, without evidence, that consciousness must be created endogenously - without considering the possibility that it may very well be exogenous, comparable to a form of a broadcast in which our physical brain receives. It surely doesn't appear to be a very logically way to begin the pursuing of the issue.","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.7425}",Positive,0.4113492063492063,63
"13:20 yeah, the point is Mary sees ""red"" for the first time and she says, ""oh yeah, so that's what everyone was talking about"" the same way people hear about a new musical style before they hear any of the songs. ""Oh, so THAT'S what smearcore ratchet jazz sounds like. I wondered what people were talking about."" 
Maybe in math/physics terms, it's just another dimension to be able to make an evaluation of. Mary *finally* gets to see that what she learned was a single shade of grey could conveys two very different experiences at full bandwidth.","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.7269}",Positive,0.38019677292404563,100
"Sir Roger Penrose handles this ""gap"" description better....","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5,8
"My ""consciousness"" gradually developed during gestation and has always depended on a continuous supply of oxygen rich blood. It is obvious that this supply is not going to last much longer.","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.5574}",Positive,0.36333333333333334,31
"Have you ever tried the bioluminescent lure dance for an Aquanian Glowscale before? I performed this intricate dance three times with this massive Glowscale, and after the third attempt, I finally hooked up to this colossal creature. Wish I had my holo-recorder because it would've made an epic video. Here's the story of how I caught this elusive fish.

We were fishing in the phosphorescent seas of Velluria at the 13th tide, a time when the bioluminescent algae cast an eerie glow across the waves. My brother and I, both seasoned anglers of the Andromeda sector, were hunting for the elusive Glowscales, prized not just for their size but for their shimmering scales that fetch a high price in intergalactic markets.

Our bait? Live humans. They had been abducted from a little planet a few light-years away called Earth. Strapped into lumina-claw harnesses, their terrified movements made the perfect lure, irresistible to the Glowscales. The humans' frantic struggles mimicked the erratic movements of injured prey, drawing the predatory fish from the depths.

I was slow trolling my 1/2oz lumina-claw chatterbait along a crystal reef, its glow amplified by the panicked flailing of the human attached to it. When my lure approached our bio-ship, I noticed a sizable Glowscale trailing it. Instead of reeling it in, I began the bioluminescent lure dance, a series of rapid, erratic movements designed to imitate the frantic, glowing prey of the Glowscale. It pursued for a while before vanishing into the depths.

Frustrated but undeterred, I cast back toward the same crystal reef. As my lure neared the ship again, a Glowscale darted from underneath and lunged at my bait. It missed, so I performed the lure dance again, flicking the lure side to side, creating a mesmerizing light show. The human bait screamed, their voice muffled by the vacuum suit, adding an eerie undertone to the lure's glow. The Glowscale missed again and retreated beneath the ship. I thought to myself, could it be the same Glowscale from earlier?

I cast right next to the ship to see if it would strike again, but it never resurfaced. So I aimed at the crystal reef once more. As my lure came close to the ship, the Glowscale reappeared, missed the bait again, and I did the lure dance once more. It missed a second time. By now, I was super frustrated! This was the third time it evaded capture.

The Glowscale was using the shadow of the bio-ship to ambush any bioluminescent prey that swam by. Knowing it wouldn't strike at close range, I made another cast. As my lure approached the ship, the Glowscale swam out from underneath again. This time, I was ready. Before it could strike, I started the lure dance right away. After a few dazzling moves, ""Zap"". I finally hooked it.

Not realizing its true size until I had it hooked, I took it slow. My brother activated the netfield, and we secured it. I looked at him with joy and relief because this Glowscale had been stressing me out. After so many tries, the effort finally paid off.

We stored the Glowscale in the bio-hold, its scales shimmering under the containment lights. As we prepared to head back, I couldn't help but think about the tiny planet these humans came from. Earth, they called it. A place teeming with life, now a hunting ground for the galaxy's most dangerous sport.

Back on the ship, my brother and I discussed the ethics of our bait. ""It's not like they know,"" he said, ""besides, their numbers are in the billions. A few won't be missed.""

I wasn't so sure. Each human we used seemed to have its own personality, its own fear and desperation. They were more than just bait—they were sentient beings with lives of their own. Their terror was palpable, their eyes pleading for mercy as they were dragged into the depths.

We entered the coordinates for our home base and engaged the warp drive. As the stars stretched into lines and we sped through the cosmos, I couldn't shake the feeling of guilt. The Glowscale we caught was magnificent, a true trophy, but at what cost? The thought of the humans, their planet, and our role in their abduction weighed heavily on my mind.

In the end, I resolved to find another way to catch Glowscales, a method that didn't involve sentient beings. But for now, I had to live with the knowledge of what I'd done, and the haunting memories of those terrified humans, their faces etched into my memory forever.","{'neg': 0.14, 'neu': 0.793, 'pos': 0.067, 'compound': -0.9961}",Negative,0.48201562106324003,776
Consciousness is one reason I know that we were not put here in jest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,14
"I AM NOTHING 
AND/OR 
NOTHING IS I AM
खोजों, अंदर, 
SEARCH INSIDE
मिल गए अपने असली आप से
तो सब भूल जाओगे, 
नाचते फिरोगे, 
जब पता चलेगा, 
मैं नहीं है, नहीं ही असली मै है,🙏
TIME IS IGNORANCE 
OPEN NAINA❤️AAKHE KHOLO
🙏SIDDHARTHA GOLDYIE CHAKRANEY
ओपन नेना❤️आंखे खोलो🙏गोल्डन NUT🙏","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.4995}",Negative,0.5,49
"I can now appreciate how  integrated multi sensory input can create consciousness. It does require a very complex  neural network for full integration.For self consciousness this requires further  development of speech.We are any geometric space you desire to think in terms of consciousness, but what ever shape you frame it in ,in essence there is nothing filling that space","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.5023}",Positive,0.5233333333333333,59
"Why would you start the conversation by saying that no one knows what consciousness is, and then go straight to asking your colleagues what their take is on consciousness? And why throw in computers right away? If we don’t establish a baseline of what human consciousness is and isn’t, then every reference to consciousness, every question and answer, every opinion, dirties the water and adds to the murkiness of the viewers’ understanding. Any maybe before jumping to computers, ground us in what we are most familiar with, what we as a species have lived among for our entire history  - the rest of the living world. Do different animals experience a different version of consciousness? Are fungi and mycelium colonies intelligent and exhibit a piece of consciousness as we know it?","{'neg': 0.017, 'neu': 0.939, 'pos': 0.045, 'compound': 0.5661}",Positive,0.528968253968254,135
"I think there may be no better start to rationally thinking about, let alone, trying to understand, consciousness, & probably other  what I'll csll here, mental phenomina, than Budhism, if in my case Mahayana. However, isnt talking about it, as I think we are doing here, pretty rational?  So, I'm not sure what u mean by what u're saying... (My fave 🤔 mime, btw.) Can u explain?","{'neg': 0.091, 'neu': 0.777, 'pos': 0.132, 'compound': 0.6039}",Positive,0.6085648148148148,69
I agree: can u suggest some replacement terms. I think the words u cite sound like Middle School poems or maybe song titles...,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}",Positive,0.2,23
What is the Heart and mind of the SON OF MAN? Nor who among knows? Able to tame the HEART AND MIND OF THE SON OF MAN?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.42083333333333334,27
"If a video game creator program the games avatars with AI, so they respond to their environment similar to us, would that make them conscious..?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.43333333333333335,25
"Pan psychism, dark matter, dark energy: you are importing non-physical terms into scientific explanations:
metaphysics.","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.296}",Positive,0.4,15
"Consciousness is embodied, AI is not. There will be a difference: the brain is part of our biological nature.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,19
"Could it be that these learned minds struggle to define conciousness because an illusion cannot be defined rationally.

Thoughts that arise in the mind in rapid succession creates the illusion of conciousness as I understand it. It is an illusion resulting from a process.

All this is common knowledge in theravada buddhism. For a detailed analysis refer the Abhidhamma text within the Tripitaka.","{'neg': 0.036, 'neu': 0.902, 'pos': 0.062, 'compound': 0.1531}",Positive,0.625,64
"Why is nobody addressing the necessity of consciousness? There is a straight-forward line of reasoning, why a biological organism has to facilitate learning in order to survive in an environment with increasing complexity and has to utilise directed awareness (consciousness) in order to remain efficient. Why all the fighting over the ""hard"" problem?","{'neg': 0.099, 'neu': 0.852, 'pos': 0.05, 'compound': -0.4137}",Negative,0.5416666666666666,53
Well if we think we are alive then its Consciousness? so if an AI thinks its alive is it the same?,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7691}",Positive,0.30833333333333335,21
"Consciousness is not an object, rather the pure subject which reveals objects.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.41666666666666663,12
"Anil just said it but Dave dismisses, its alright. A level perhaps?","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",Positive,0.0,12
Lovely to hear Anil very eloquent and aware of the environment. Guiding a moment is a skill/talent for sure,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7269}",Positive,0.5472222222222223,19
"what was that last example by David Lol wtf, no..... dont say that","{'neg': 0.216, 'neu': 0.625, 'pos': 0.159, 'compound': -0.25}",Negative,0.5888888888888889,13
Consciousness is just love & life remembering.,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",Positive,0.6,6
"A lot of this is just word salad. ""How does it feel like to think..."" grammatically this is a correct sentence, but semantically it is nonsensical. This conversation is convoluted with mereological fallacies by ascribing characteristics to a part instead of the whole. Humans think, humans feel, not brains.  Yes, having a healthy, functioning brain is a necessary prerequisite to have a rich mental world where thought and feelings can arise, but it is not the brain that is experiencing these things. No wonder limited progress has been made.","{'neg': 0.082, 'neu': 0.765, 'pos': 0.153, 'compound': 0.7913}",Positive,0.4988095238095238,89
"We are very tiny consciousness in this universe and  this universe is super conscious. Hence, just think about what particular job this universe is consciously executing!","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.636}",Positive,0.53,26
Greatest advantage about is consciousness is medium of human mind to detect particle in the fundamental level also medium of quantum mechanics of human body for understanding the universe inside mind but don't explain everyone.,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4767}",Positive,0.4000000000000001,36
Chalmers even confuses what feelings are and what sensing is….he says that our ‘feelings’ are ‘conscious’….but feelings are what the brain uses to make something attractive or unattractive to help it make priorities when making decisions about behavior ( next movement). Being so sloppy with important and necessary concepts in decisionmaking makes this show totally unscientific….good advice: learn from ai and languagemodelling…,"{'neg': 0.076, 'neu': 0.813, 'pos': 0.111, 'compound': 0.3535}",Positive,0.7142857142857143,66
"This is VERY unscientific.The interviewer, Chalmers and Seth use the word ‘consciousness’ as if it is something existing with a clear scientific definition and objective observations. As if there are only one definition or observation or measurement of one phenomena. Both Seth and Chalmers appear self content with this metaphysical concept no body really can get their hands on. They should admit that compared to language model ai - statistical ai predicting the next word - their ‘science’ of ‘consciousness’ has nor produced any tangible and usefull results despite decades of discussions…drop it, it a dead end. Only ‘conscious awareness’ is a observable phenomena.","{'neg': 0.061, 'neu': 0.897, 'pos': 0.042, 'compound': -0.4767}",Negative,0.43148148148148147,110
"Just wondering what Seth would look like wearing Chalmers wig.
These two have just reaffirmed what Greene posited in his opening statement.
We don't know what consciousness is.","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.3612}",Positive,0.0,29
"My question to David is what happens when a person dies means what exactly has gone away from body...yes it is consciousness. ...
                 U mean it will be also happen with a machine?  But my question is who will put consciousness in that machine? 
Or ethier can anybody or u, can manufacture consciousness in lab at present?
                 Yes i agree with the fact that intillegence can be made more than human intelligence.   May be not sure....but how will u make consciousness?","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.9232}",Positive,0.3075,82
brains,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"I simply adore Brian Greene, and I respect a lot David Chalmers and sometimes I agree with Anil Seth but excuse me but The Hard Problem of Consciousness has an explanation and the explanation cannot be given by Science. Do you know why? Because if Science admitted that Consciousness is generated by the Soul, it would have to admit that the Human Being has a Soul and if this finding If it were endorsed by Science it would lead to countless problems for this Civilization. This is because it would be proven that Life does not end with the Death of the Physical Biological Body and thus, all people fearing the Destiny of their respective Souls, would live in totally different ways. And I say this because the Great Kabbalist Yair Alon states without hesitation that the one who generates Consciousness is the Soul, even though the exact conception of the Soul adopted by Christians came from the Greeks who also influenced the Jews, because they have the concepts of Nefesh, Ruach, Neshamah , Chayah and Yechida which are concepts, as I said, previous and different from the interpretation of the Soul currently adopted. 
And in conclusion, I believe that Roger Penrose and Stewart Hammeroff are on the right path to decoding the Hard Problem of Consciousness because they consider the possibility that The Non--local Theory of Mind may be right and they study Near Death Experiences.
￼","{'neg': 0.112, 'neu': 0.792, 'pos': 0.096, 'compound': -0.8473}",Negative,0.3928571428571429,239
Shashi Tharoor?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,2
Consciousness is like switching on a light in the dark.,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",Positive,0.55,10
CHOSE I DISTORY WORLD OR U TELL ME TRUTH GIVE 12 HRS NOTICE BOMBERS WILL FLOOD WEST SKYS GOD CANT BE DECEPTED DEAN Q FOR HUMAN RACE U SEALING FATES BEG IF INOCENT AUTHORITYS LET NO NOT USE AGAINST Has denied totally everyway could yet see truth everything even lie mum child said ut for NEVER HAVE WOULD BUT DIDSTORY HUMAN RACE AND ALL LIVE U FAIL ME THIS A FORCE NO MAN EARTH COULD WILDEST DREAMS COME CLOSE TO  NOTICE APPLYS. DEFCON TWO DELTA ZULUONE WAR CRY,"{'neg': 0.236, 'neu': 0.669, 'pos': 0.095, 'compound': -0.9592}",Negative,0.35,88
"I literally have the answer to every single one of these questions and speculations I have identified the reality engines and how it is done. One of the implications is that we are symbolic. I wrote a small easy to read book about the human eye. This is the future of all science and it meets the criteria discussed here. I haven’t been able to get a single interview because I have social handicap because I have Aspergers but this is the future. No other ideas even come close. My book on the human eye is called “Eye of God” and it’s less than 100 pages. I explain how the eye is an intentional symbol which is key to understanding everything. A symbolic work is evidence of consciousness always. So that’s why I use the word “god” in a very technical sense. My name is Stephanie so please remember that you read this here. I need social help. This is why I am here, why I was born. It’s important. Thank you 🙏🏻 ❤ A complete revolution in the human world view is approaching and this book is the first tremor of a new world coming. I am humbled and amazed by wonder at what I have seen, and I would love to share it with you and watch your world expand 😊 I used to teach experimental methodology at Emory University and I devised a new experimental methodology for this paradigm too. It’s the real thing. Like Coca Cola in Atlanta. 😉","{'neg': 0.011, 'neu': 0.854, 'pos': 0.135, 'compound': 0.9852}",Positive,0.3417049617049618,267
"This topic is the most ancient inquiry of Hinduism, over the past 30,000+ years, and hundreds of thousands of Hindu texts discuss just about everything there is to know and experience on this topic - turn to Hinduism","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.375,37
"Don't need to watch. They talk a lot, but ultimately they don't know. It's God btw","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.3007}",Negative,1.0,19
"It feels like consciousness is completely irrelevant... 

Pretty much boils down to how good we cooperate. The level of cooperation define our level of consciousness.","{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.835}",Positive,0.6177777777777778,25
"The brain doesn't create consciousness, rather it processes and individuates consciousness. We (all 'living' and 'non-living' things in the universe) are swimming in 'consciousness'.

Looking at phenomenon like Near Death Experiences, Shared Death Experiences, Remote Viewing, Out Of Body Experiences, better helps us understand what 'consciousness' is, compared to starting from a materialist perspective.","{'neg': 0.146, 'neu': 0.697, 'pos': 0.158, 'compound': -0.0552}",Negative,0.30000000000000004,55
Consciousness created us from faith.,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",Positive,0.0,5
